"ID","Name","LocalizedName","ID","AttachPoint","TargetIds","AppType","Property","Val1","Val2","Enchantment","Curve"
"","","","0056f777","","","Add","Keywords","0059b773 / dn_HasProjectile_Plasma",2,"",""
"","","","0056f777","","","Add","DamageTypeValues","00060a81 / dtEnergy",0.0,"{'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}","Weapons\WeaponMods\Bow_Mod_Plasma.json
{'curve': [{'x': 1, 'y': 20}, {'x': 100, 'y': 20}]}"
"0056f779","POST_mod_CompoundBow_Bolt_Firework","Firework Arrows","0056f779","0011103b_ap_gun_Bolt","005723cb_ma_CompoundBow"
"","","","005723d0","","","MullAdd","Value",1.0,0.0,"",""
"","","","005723d0","","","Add","Durability",-5,0,"",""
"","","","0027abfd","","","MullAdd","ConIronSights",-0.2,0.0,"",""
"","","","0027abfd","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfd","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
"","","","0027abfd","","","MullAdd","Value",0.1,0.0,"",""
"","","","0056f779","","","Set","OverrideProjectile","0056f780 / Projectile_Arrow_Firework",1,"{'id': '0056f780', 'name': 'Projectile_Arrow_Firework', 'full': '', 'destructible': '', 'gravity': 1.0, 'speed': 10000.0, 'range': 15000.0, 'expl': {'id': '00574bbf', 'name': 'ExplosionArrowFireworks', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 2000.0, 'damage': 10.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",""
"","","","0056f779","","","Add","Keywords","0059b770 / dn_HasProjectile_Firework",2,"",""
"0056f775","mod_CompoundBow_Bolt_Cryo","Cryo Arrows","0056f775","0011103b_ap_gun_Bolt","005723cb_ma_CompoundBow"
"","","","005723d0","","","MullAdd","Value",1.0,0.0,"",""
"","","","005723d0","","","Add","Durability",-5,0,"",""
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","0056f775","","","Set","Enchantments","0059b76b",1,"{'id': '0059b76b', 'name': 'EnchCrossBowCryoSlow', 'full': 'Icy Slow', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '0059b774', 'name': 'CrossbowFreezerSlowEffect', 'full': 'Cryo Slow', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002da', 'name': 'SpeedMult', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 60.0, 'area': 0, 'duration': 3, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Weapons\\WeaponMods\\Bow_Mod_CryoSlow.json\n{'curve': [{'x': 1, 'y': 60}, {'x': 100, 'y': 60}]}"", 'only_player': 'No'}]}",""
"","","","0056f775","","","Set","ImpactDataSet","00574bca",3,"",""
"","","","0056f775","","","Set","OverrideProjectile","0056f77c / Projectile_Arrow_Cryo",1,"{'id': '0056f77c', 'name': 'Projectile_Arrow_Cryo', 'full': '', 'destructible': '', 'gravity': 1.0, 'speed': 10000.0, 'range': 15000.0, 'expl': {'id': '005894a7', 'name': 'ExplosionArrowCryo', 'enchantment': {'id': '00247a6b', 'name': 'EnchCritCryoFreeze', 'full': 'Crit Cryo Freeze', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '003be0da', 'name': 'CritCryoAPDrainEffect', 'full': 'Crit Cryo AP Drain', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d5', 'name': 'ActionPoints', 'full': 'Action Points'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00247a6c', 'name': 'CritCryoFreezeEffect', 'full': 'Crit Cryo Freeze', 'keywords': [], 'd_type': '00000000', 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}, 'damage_mult': 0, 'object': '0017a580', 'projectile': '00000000', 'exp_curv': ""Weapons\\Thrown\\Thrown_CryoGrenade_DMG.json\n{'curve': [{'x': 1, 'y': 100}, {'x': 50, 'y': 100}]}"", 'force': 2000.0, 'damage': 100.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",""
"","","","0056f775","","","Add","Keywords","0059b76e / dn_HasProjectile_Cryo",2,"",""
"","","","0056f775","","","Add","DamageTypeValues","00060a83 / dtCryo",10.0,"{'id': '00060a83', 'name': 'dtCryo', 'full': 'Cryo Damage'}",""
"0056b914","mod_PlasmaGun_Magazine_Pulse","Pulse Plasma Cell","0056b914","0005d4d7_ap_gun_Mag","00125cbf_ma_PlasmaGun"
"0056b912","mod_PlasmaGun_receiver_Pulse","Pulse Capacitor","0056b912","00024004_ap_gun_receiver","00125cbf_ma_PlasmaGun"
"","","","00590fc8","","","Set","ImpactDataSet","0059012d",3,"",""
"","","","00590fc8","","","Set","OverrideProjectile","0058f960 / ProjectilePulse",1,"{'id': '0058f960', 'name': 'ProjectilePulse', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 15000.0, 'expl': {'id': '000fd3aa', 'name': 'ExplosionMissileShell', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': ""Weapons\\Weap_MissileLauncherDMG.json\n{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 105}, {'x': 25, 'y': 105}, {'x': 30, 'y': 125}, {'x': 35, 'y': 125}, {'x': 40, 'y': 145}, {'x': 45, 'y': 145}, {'x': 50, 'y': 155}]}"", 'force': 550.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",""
"","","","00590fc8","","","MullAdd","Value",0.4,0.0,"",""
"","","","00590fc8","","","Add","DamageBonusMult",-0.15,0.0,"",""
"","","","00590fc8","","","Add","Durability",-5,0,"",""
"","","","00590fc8","","","Add","Enchantments","00575e82",1,"{'id': '00575e82', 'name': 'EnchPlasmaCasterPABatteryDrain', 'full': 'Plasma Caster Battery Drain', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '00575e7f', 'name': 'PABatteryDrainEffect', 'full': 'Power Armor Battery Drain', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '0000035c', 'name': 'PowerArmorBattery', 'full': 'Power Armor Battery'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Weapons\\WeaponMods\\Weapon_PlasmaPulse_Mod_PADrain.json\n{'curve': [{'x': 1, 'y': 5}, {'x': 50, 'y': 5}, {'x': 100, 'y': 5}]}"", 'only_player': 'No'}]}",""
"","","","00590fc8","","","Add","Keywords","00590fc7 / dn_HasReceiver_PlasmaPulse",2,"",""
"","","","005ae91f","","","Add","Keywords","005ae92e / IsAmmoType_PlasmaCartridge",2,"",""
"005698ad","mod_melee_Gauntlet_Bladed","Bladed","005698ad","0005524c_ap_melee_MeleeMod","005698ab_ma_Gauntlet"
"","","","000b974a","","","MullAdd","Weight",0.1,0.0,"",""
"","","","000b974a","","","MullAdd","Value",0.4,0.0,"",""
"","","","000b974a","","","Add","DamageBonusMult",0.0,0.0,"","Weapons\MeleeMods\Melee_Mod_Blades.json
{'curve': [{'x': 1, 'y': 0.15}, {'x': 50, 'y': 0.15}]}"
"","","","000b974a","","","Add","Enchantments","0009733e",1,"{'id': '0009733e', 'name': 'EnchWeapModBleed', 'full': 'Bleed', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '002387e2', 'name': 'modWeapBleedEffect', 'full': 'Bleed dmg health', 'keywords': [], 'd_type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'resist': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Weapons\\MeleeMods\\Melee_Mod_Bleed.json\n{'curve': [{'x': 1, 'y': 2}, {'x': 50, 'y': 2}]}"", 'only_player': 'No'}]}",""
"005698ac","mod_melee_Gauntlet_Shock","Shock Pads","005698ac","0005524c_ap_melee_MeleeMod","005698ab_ma_Gauntlet"
"","","","005698ac","","","Set","AttackSound","005a21d0",3,"",""
"","","","005698ac","","","MullAdd","Weight",0.2,0.0,"",""
"","","","005698ac","","","MullAdd","AttackDamage",0.0,0.0,"","Weapons\MeleeMods\Melee_Mod_Blades.json
{'curve': [{'x': 1, 'y': 0.15}, {'x': 50, 'y': 0.15}]}"
"","","","005698ac","","","MullAdd","Value",2.0,0.0,"",""
"","","","005698ac","","","Add","Enchantments","0043c165",1,"{'id': '0043c165', 'name': 'EnchWeapModShock_FXOnly', 'full': 'Electrical Damage', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '000856fc', 'name': 'dtElectricalEffectChanceAlways', 'full': 'Damage Type Electrical', 'keywords': ['DamageTypeEnergy'], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",""
"","","","005698ac","","","Add","Keywords","000c44d6 / dn_HasMeleeMod_Shock",2,"",""
"","","","005698ac","","","Add","DamageTypeValues","00060a81 / dtEnergy",0.0,"{'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}","Weapons\MeleeMods\Melee_Mod_Shock_High.json
{'curve': [{'x': 1, 'y': 5}, {'x': 50, 'y': 20}, {'x': 100, 'y': 20}]}"
"0055def1","ATX_mod_HandMadeGun_Weapon_Paint_Raider","Scabber Paint","0055def1","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00113855_DLC04_ma_HandmadeAssaultRifle"
"","","","0055def1","","","Set","MaterialSwaps","0055ce68",3,"",""
"","","","0055def1","","","Add","Keywords","0055def2 / ATX_dn_Weapon_Ranged_Raider",2,"",""
"0055c0b3","ATX_mod_50CalMachineGun_Weapon_Paint_Gold","Gold 50 Cal Machine Gun","0055c0b3","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 004e212f_ma_50CalMachineGun"
"","","","0055c0b3","","","Set","MaterialSwaps","0055c0b2",3,"",""
"","","","0055c0b3","","","Add","Keywords","0055d8a3 / ATX_dn_Weapon_Ranged_50Cal_Gold",2,"",""
"0055aef6","ATX_mod_AlienBlaster_Weapon_Paint_Steel","Untarnished Paint","0055aef6","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 001888e0_ma_AlienBlaster"
"","","","0055aef6","","","Set","MaterialSwaps","00559cab",3,"",""
"","","","0055aef6","","","Add","Keywords","0055aef4 / ATX_dn_Weapon_Ranged_AlienBlaster_Steel",2,"",""
"005562b4","ATX_mod_Camera_Gardening","Gardening Camera Paint","005562b4","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 003f121e_ma_Camera_SnapMatic"
"","","","005562b4","","","Set","MaterialSwaps","00553bf0",3,"",""
"","","","005562b4","","","Add","Keywords","005562b3 / ATX_dn_Weapon_Camera_Gardening",2,"",""
"00555d85","ATX_mod_CombatShotgun_FreeStates","Free States Paint","00555d85","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00100e48_ma_CombatGun"
"","","","00555d85","","","Set","MaterialSwaps","00554669",3,"",""
"","","","00555d85","","","Add","Keywords","00555d7f / ATX_dn_Weapon_Ranged_FreeStates",2,"",""
"00555d84","ATX_mod_10mmSMG_FreeStates","Free States Paint","00555d84","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0010d87c_ma_10mmSMG"
"","","","00555d84","","","Set","MaterialSwaps","00554a7b",3,"",""
"","","","00555d84","","","Add","Keywords","00555d7f / ATX_dn_Weapon_Ranged_FreeStates",2,"",""
"005547b4","mod_10mmSMG_Magazine_Ammo","Drum Magazine","005547b4","0005d4d7_ap_gun_Mag","0010d87c_ma_10mmSMG"
"","","","00524410","","","MullAdd","APCost",0.1,0.0,"",""
"","","","00524410","","","MullAdd","ReloadSpeed",-0.2,0.0,"",""
"","","","00524410","","","MullAdd","SightedTransition",0.03,0.0,"",""
"","","","00524410","","","MullAdd","Weight",0.15,0.0,"",""
"","","","00524410","","","MullAdd","AmmoCapacity",0.5,0.0,"",""
"","","","00524410","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524410","","","Add","Durability",-3,0,"",""
"","","","005547b4","","","Add","Keywords","001c5ab9 / dn_HasMag_ExtraLarge",2,"",""
"","","","005547b4","","","Add","Keywords","0003f89b / AnimsLargeMag",2,"",""
"005528e5","mod_melee_MeatTenderizer_Salt","Salty","005528e5","0005524c_ap_melee_MeleeMod","005528de_ma_MeatTenderizer"
"","","","00054667","","","MullAdd","Weight",0.2,0.0,"",""
"","","","00054667","","","MullAdd","Value",0.3,0.0,"",""
"","","","00054667","","","Add","DamageBonusMult",0.2,0.0,"","Weapons\MeleeMods\Melee_Mod_Damage_Low.json
{'curve': [{'x': 1, 'y': 0.05}, {'x': 50, 'y': 0.05}]}"
"","","","00054667","","","Add","Durability",-5,0,"",""
"","","","006c1c66","","","Add","Enchantments","006c1c63",1,"{'id': '006c1c63', 'name': 'ench_Weapon_ChanceCripple', 'full': '', 'type': 'Enchantment', 'target': 'Self', 'e_type': 'Constant', 'mag_effects': [{'m_effect': {'id': '006c1c65', 'name': 'ModWeaponChanceCrippleAddPerk', 'full': 'Chance to Cripple', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '000d3fcb'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",""
"","","","006c1c66","","","Add","ActorValues","001ef5d9 / STAT_DmgLimbs",25.0,"{'id': '001ef5d9', 'name': 'STAT_DmgLimbs', 'full': 'Limb Damage'}",""
"","","","005528e5","","","MullAdd","Weight",0.5,0.0,"",""
"","","","005528e5","","","MullAdd","Value",0.5,0.0,"",""
"","","","005528e5","","","Add","Keywords","00553b20 / dn_HasMeleeMod_Salty",2,"",""
"005528e4","mod_melee_MeatTenderizer_Pepper","Peppered","005528e4","0005524c_ap_melee_MeleeMod","005528de_ma_MeatTenderizer"
"","","","005528e4","","","MullAdd","Weight",0.1,0.0,"",""
"","","","005528e4","","","MullAdd","AttackDamage",0.25,0.0,"","Weapons\MeleeMods\Melee_Mod_Spikes.json
{'curve': [{'x': 1, 'y': 0.16}, {'x': 50, 'y': 0.16}]}"
"","","","005528e4","","","MullAdd","Value",0.3,0.0,"",""
"","","","005528e4","","","Add","Rank",1,0,"",""
"","","","005528e4","","","Add","Keywords","00553b21 / dn_HasMeleeMod_Peppered",2,"",""
"005528e3","mod_melee_MeatTenderizer_Hot","Spicy","005528e3","0005524c_ap_melee_MeleeMod","005528de_ma_MeatTenderizer"
"","","","005528e3","","","Add","Keywords","00553b22 / dn_HasMeleeMod_Hot",2,"",""
"","","","005528e3","","","Add","DamageTypeValues","00060a81 / dtEnergy",0.0,"{'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}","Weapons\MeleeMods\Melee_Mod_Heated.json
{'curve': [{'x': 1, 'y': 2}, {'x': 50, 'y': 10}]}"
"005528e2","mod_melee_MeatTenderizer_Null","Standard","005528e2","0005524c_ap_melee_MeleeMod","005528de_ma_MeatTenderizer"
"","","","005528e2","","","Add","Keywords","005566e0 / dn_HasMeleeMod_Tenderizer",2,"",""
"0054e473","mod_PipeSyringer_Barrel_V96_1_Suppression_I_TextDummy","","0054e473","00000000",""
"","","","0054e473","","","Add","Keywords","001cc46a / UnscrappableObject",2,"",""
"","","","0054e473","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","0054e473","","","Add","Keywords","0010fdf9 / UndetachableMod",2,"",""
"","","","0054e473","","","Add","Keywords","003c2dff / UncraftableObject",2,"",""
"0054e472","mod_PipeSyringer_Barrel_V96_1_Suppression_II_TextDummy","","0054e472","00000000",""
"","","","0054e472","","","Add","Keywords","001cc46a / UnscrappableObject",2,"",""
"","","","0054e472","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","0054e472","","","Add","Keywords","0010fdf9 / UndetachableMod",2,"",""
"","","","0054e472","","","Add","Keywords","003c2dff / UncraftableObject",2,"",""
"0054e474","mod_PipeSyringer_Barrel_V96_1_Suppression_III_TextDummy","","0054e474","00000000",""
"","","","0054e474","","","Add","Keywords","001cc46a / UnscrappableObject",2,"",""
"","","","0054e474","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","0054e474","","","Add","Keywords","0010fdf9 / UndetachableMod",2,"",""
"","","","0054e474","","","Add","Keywords","003c2dff / UncraftableObject",2,"",""
"005439b1","mod_PipeSyringer_Barrel_V96_1_Suppression_II","Vault 96 Suppressor Barrel II","005439b1","0002249d_ap_gun_Barrel","0014dbb2_ma_PipeSyringer"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","005439b1","","","Set","NPCAmmoList","00000000",0,"",""
"","","","005439b1","","","Set","Ammo","005439b0 / V96_1_SuppressionSyringerAmmo",1,"{'id': '005439b0', 'name': 'V96_1_SuppressionSyringerAmmo', 'full': 'Vault 96 Suppression Syringe', 'ammo_type': 'Ballistic', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '0001f277', 'name': 'Projectile10mm', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",""
"","","","005439b1","","","MullAdd","ConIronSights",-0.4,0.0,"",""
"","","","005439b1","","","MullAdd","RecoilMaxDegree",-0.15,0.0,"",""
"","","","005439b1","","","MullAdd","RecoilMinDegree",-0.15,0.0,"",""
"","","","005439b1","","","MullAdd","APCost",0.1,0.0,"",""
"","","","005439b1","","","MullAdd","Weight",0.5,0.0,"",""
"","","","005439b1","","","MullAdd","Value",0.2,0.0,"",""
"","","","005439b1","","","Add","Enchantments","005439b3",1,"{'id': '005439b3', 'name': 'V96_1_EnchSuppression_II', 'full': 'V96_1_EnchSuppression_II', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '0053e9b2', 'name': 'V96_1_SuppressionEffect_Weapon', 'full': 'V96 Suppression Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 15, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0053e9b2', 'name': 'V96_1_SuppressionEffect_Weapon', 'full': 'V96 Suppression Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 30, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",""
"","","","005439b1","","","Add","Keywords","0004f62c / remapNode",2,"",""
"","","","005439b1","","","Add","Keywords","0053f18a / dn_HasBarrel_Syringer_V96_1_Suppression",2,"",""
"","","","005439b1","","","Add","Keywords","001cc46a / UnscrappableObject",2,"",""
"","","","005439b1","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","005439b1","","","Add","Keywords","0010fdf9 / UndetachableMod",2,"",""
"","","","005439b1","","","Add","Keywords","003c2dff / UncraftableObject",2,"",""
"005439b2","mod_PipeSyringer_Barrel_V96_1_Suppression_III","Vault 96 Suppressor Barrel III","005439b2","0002249d_ap_gun_Barrel","0014dbb2_ma_PipeSyringer"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","005439b2","","","Set","NPCAmmoList","00000000",0,"",""
"","","","005439b2","","","Set","Ammo","005439b0 / V96_1_SuppressionSyringerAmmo",1,"{'id': '005439b0', 'name': 'V96_1_SuppressionSyringerAmmo', 'full': 'Vault 96 Suppression Syringe', 'ammo_type': 'Ballistic', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '0001f277', 'name': 'Projectile10mm', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",""
"","","","005439b2","","","MullAdd","ConIronSights",-0.4,0.0,"",""
"","","","005439b2","","","MullAdd","RecoilMaxDegree",-0.15,0.0,"",""
"","","","005439b2","","","MullAdd","RecoilMinDegree",-0.15,0.0,"",""
"","","","005439b2","","","MullAdd","APCost",0.1,0.0,"",""
"","","","005439b2","","","MullAdd","Weight",0.5,0.0,"",""
"","","","005439b2","","","MullAdd","Value",0.2,0.0,"",""
"","","","005439b2","","","Add","Enchantments","005439b4",1,"{'id': '005439b4', 'name': 'V96_1_EnchSuppression_III', 'full': 'V96_1_EnchSuppression_III', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '0053e9b2', 'name': 'V96_1_SuppressionEffect_Weapon', 'full': 'V96 Suppression Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 30, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0053e9b2', 'name': 'V96_1_SuppressionEffect_Weapon', 'full': 'V96 Suppression Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 60, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",""
"","","","005439b2","","","Add","Keywords","0004f62c / remapNode",2,"",""
"","","","005439b2","","","Add","Keywords","0053f18a / dn_HasBarrel_Syringer_V96_1_Suppression",2,"",""
"","","","005439b2","","","Add","Keywords","001cc46a / UnscrappableObject",2,"",""
"","","","005439b2","","","Add","Keywords","003d4327 / UnsellableObject",2,"",""
"","","","005439b2","","","Add","Keywords","0010fdf9 / UndetachableMod",2,"",""
"","","","005439b2","","","Add","Keywords","003c2dff / UncraftableObject",2,"",""
"0053f189","mod_PipeSyringer_Barrel_V96_1_Suppression_I","Vault 96 Suppressor Barrel I","0053f189","0002249d_ap_gun_Barrel","0014dbb2_ma_PipeSyringer"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
