"Id","Name","Full Name","Type","Time","Activity","Target","Duration","Range","Perk","Effects"
"0059e3f1","COMP_WellRested3_LoversEmbrace","Lover's Embrace","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0059e3ed', 'name': 'COMP_WellRestedEffect3_LoversEmbrace', 'full': ""Lover's Embrace"", 'keywords': ['DispellQuietReflectionEffect', 'DispellWellRestedEffect'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '0059e3ee'}, 'magnitude': 1.0, 'area': 0, 'duration': 10800, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059e3f0","COMP_WellRested3_KindredSpirit","Kindred Spirit","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0059e3ec', 'name': 'COMP_WellRestedEffect3_KindredSpirit', 'full': 'Kindred Spirit', 'keywords': ['DispellQuietReflectionEffect', 'DispellWellRestedEffect'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '0059e3ef'}, 'magnitude': 1.0, 'area': 0, 'duration': 10800, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059cb02","Christmas_FestiveScorchedLegendarySpell","Protectron Right Hand Nailgun","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0059cb03', 'name': 'Christmas_FestiveScorchedLegendaryEffect', 'full': '', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059bcd1","LoadIntoNukeZoneRadResist","Rad Resistance","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0059bcd0', 'name': 'LoadIntoNukeZoneFortifyResistRadiationExpose', 'full': 'Fortify Radiation Resist', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '0014ef46'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059a826","crFloaterFreezerBreathSlowEffectSpell_Stage3","Frozen","Ability",0.0,"Constant","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0059a823', 'name': 'crFloaterFreezerBreathSlowEffect_Stage3', 'full': 'Cryo Slow', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d2', 'name': 'AnimationMult', 'full': 'Movement Speed'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Constant', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 45.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059a825","crFloaterFreezerBreathSlowEffectSpell_Stage2","Frosted","Ability",0.0,"Constant","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0059a822', 'name': 'crFloaterFreezerBreathSlowEffect_Stage2', 'full': 'Cryo Slow', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d2', 'name': 'AnimationMult', 'full': 'Movement Speed'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Constant', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059a824","crFloaterFreezerBreathSlowEffectSpell_Stage1","Chilled","Ability",0.0,"Constant","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0059a821', 'name': 'crFloaterFreezerBreathSlowEffect_Stage1', 'full': 'Chilled', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d2', 'name': 'AnimationMult', 'full': 'Movement Speed'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Constant', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 15.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00597941","W05_DenizenDialogueSpell","W05_DenizenDialogueSpell","Ability",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00597940', 'name': 'W05_DenizenDialogue_SpellEffect', 'full': 'W05_CompanionLiteAllyInitialSpellEffect_Beggar', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00597660","W05_AbCompanionLiteAllyInitialSpell_Hunter","W05_AbCompanionLiteAllyInitialSpell_Hunter","Ability",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00597646', 'name': 'W05_CompanionLiteAllyInitialSpellEffect_Hunter', 'full': 'W05_CompanionLiteAllyInitialSpellEffect_Hunter', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059765f","W05_AbCompanionLiteAllyInitialSpell_RaiderPunk","W05_AbCompanionLiteAllyInitialSpell_RaiderPunk","Ability",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00597643', 'name': 'W05_CompanionLiteAllyInitialSpellEffect_RaiderPunk', 'full': 'W05_CompanionLiteAllyInitialSpellEffect_RaiderPunk', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059765c","W05_AbCompanionLiteAllyInitialSpell_Wanderer","W05_AbCompanionLiteAllyInitialSpell_Wanderer","Ability",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00597644', 'name': 'W05_CompanionLiteAllyInitialSpellEffect_Wanderer', 'full': 'W05_CompanionLiteAllyInitialSpellEffect_Wanderer', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059765e","W05_AbCompanionLiteAllyInitialSpell_Beggar","W05_CompanionLiteAllyInitialSpell_Beggar","Ability",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00597645', 'name': 'W05_CompanionLiteAllyInitialSpellEffect_Beggar', 'full': 'W05_CompanionLiteAllyInitialSpellEffect_Beggar', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0059765d","W05_AbCompanionLiteAllyInitialSpell_Scavenger","W05_AbCompanionLiteAllyInitialSpell_Scavenger","Ability",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00597647', 'name': 'W05_CompanionLiteAllyInitialSpellEffect_Scavenger', 'full': 'W05_CompanionLiteAllyInitialSpellEffect_Scavenger', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00592f12","WL005_CameraShakeSpell_ExplosiveAftermath","Camera Shake Spell","Spell",15.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '000192d7', 'name': 'CameraShakeSpellEffect', 'full': 'Camera Shake Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.10000000149011612, 'area': 0, 'duration': 3, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00592f11","WL005_CameraShakeSpell_Explosive","Camera Shake Spell","Spell",15.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '000192d7', 'name': 'CameraShakeSpellEffect', 'full': 'Camera Shake Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.12999999523162842, 'area': 0, 'duration': 2, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00592411","Water_NoRadiation_DrinkingDirty","Water","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00134836', 'name': 'SURV_Drink_Effect', 'full': 'SURV_Drink_Effect', 'keywords': ['SURV_EffectTypeDrink'], 'd_type': '0002fa14', 'resist': '00000000', 'actor_value1': {'id': '0001c5e8', 'name': 'SURV_Thirst', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 900.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0000397e', 'name': 'RestoreHealthFood', 'full': 'Restore Health', 'keywords': ['SURV_EffectTypeFoodHealing'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 2.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"005872e2","crFloaterGnasherHeal","Gnasher Vampire Bite","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '005872e3', 'name': 'crFloaterGnasherHealEffect', 'full': 'Restore Health', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 2.0, 'area': 0, 'duration': 3, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Creatures\\Weapon\\Damage_Universal_Tier8.json\n{'curve': [{'x': 2, 'y': 2}, {'x': 4, 'y': 2}, {'x': 6, 'y': 2}, {'x': 8, 'y': 3}, {'x': 10, 'y': 3}, {'x': 12, 'y': 3}, {'x': 14, 'y': 3}, {'x': 16, 'y': 3}, {'x': 18, 'y': 3}, {'x': 20, 'y': 3}, {'x': 22, 'y': 3}, {'x': 24, 'y': 4}, {'x': 26, 'y': 4}, {'x': 28, 'y': 4}, {'x': 30, 'y': 4}, {'x': 32, 'y': 4}, {'x': 34, 'y': 4}, {'x': 36, 'y': 4}, {'x': 38, 'y': 5}, {'x': 40, 'y': 5}, {'x': 42, 'y': 5}, {'x': 44, 'y': 5}, {'x': 46, 'y': 5}, {'x': 48, 'y': 6}, {'x': 50, 'y': 6}, {'x': 52, 'y': 6}, {'x': 54, 'y': 6}, {'x': 56, 'y': 7}, {'x': 58, 'y': 7}, {'x': 60, 'y': 7}, {'x': 62, 'y': 7}, {'x': 64, 'y': 8}, {'x': 66, 'y': 8}, {'x': 68, 'y': 8}, {'x': 70, 'y': 9}, {'x': 72, 'y': 9}, {'x': 74, 'y': 9}, {'x': 76, 'y': 10}, {'x': 78, 'y': 10}, {'x': 80, 'y': 11}, {'x': 82, 'y': 11}, {'x': 84, 'y': 11}, {'x': 86, 'y': 12}, {'x': 88, 'y': 12}, {'x': 90, 'y': 13}, {'x': 92, 'y': 13}, {'x': 94, 'y': 14}, {'x': 96, 'y': 14}, {'x': 98, 'y': 15}, {'x': 100, 'y': 16}]}"", 'only_player': 'No'}]"
"00586b57","crSpellWendigoColossusLaunchRadVomit","","Spell",0.0,"Fire","Aimed",0.0,0.0,"00000000","[{'m_effect': {'id': '00586b55', 'name': 'WendigoColossusLaunchRadVomitEffect', 'full': 'Wendigo Colossus Launch Rad Vomit Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': {'id': '00558308', 'name': 'crProjectileWendigoColossusRadVomit', 'full': '', 'destructible': '', 'gravity': 0.5, 'speed': 1500.0, 'range': 10000.0, 'expl': {'id': '00558303', 'name': 'crExplosionWendigoColossusRadVomit', 'enchantment': '', 'damage_mult': 0, 'object': {'type': 'HAZD', 'value': {'id': '00558305', 'name': 'crHazardWendigoColossusRadVomit', 'full': '', 'effect': {'type': 'Spell', 'value': {'id': '0056be51', 'name': 'crSpellWendigoColossusRadVomit', 'full': 'Corrosive Bile', 'type': 'Spell', 'time': 0.0, 'e_type': 'Concentration', 'target': 'Contact', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a18cc', 'name': 'crHazardDamageEffect', 'full': 'Damage Effect', 'keywords': [], 'd_type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'resist': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Creatures\\Weapon\\Weapon_WendigoColossus_RadHazardDMG.json\n{'curve': [{'x': 90, 'y': 8}, {'x': 110, 'y': 25}]}"", 'only_player': 'No'}, {'m_effect': {'id': '0056be49', 'name': 'crHazardRadsEffect', 'full': 'Radiation Effect', 'keywords': ['DamageTypeRadiation'], 'd_type': '00000000', 'resist': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Creatures\\Weapon\\Weapon_WendigoColossus_RadHazardDMG.json\n{'curve': [{'x': 90, 'y': 8}, {'x': 110, 'y': 25}]}"", 'only_player': 'No'}, {'m_effect': {'id': '0056be4a', 'name': 'crHazardReduceDamageResist', 'full': 'Reduce Damage Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0056be4b', 'name': 'crHazardReduceEnergyResist', 'full': 'Reduce Energy Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0056be4c', 'name': 'crHazardReduceFireResist', 'full': 'Reduce Fire Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0056be4d', 'name': 'crHazardReducePoisonResist', 'full': 'Reduce Poison Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e4', 'name': 'PoisonResist', 'full': 'Poison Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0056be4e', 'name': 'crHazardReduceRadsResist', 'full': 'Reduce Rads Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}, 'radius': 18.0, 'lifeTime': 30.0, 'interval': 0.0}}, 'projectile': '00000000', 'exp_curv': ""Creatures\\Weapon\\Weapon_WendigoColossus_RadProjDMG.json\n{'curve': [{'x': 90, 'y': 50}, {'x': 110, 'y': 90}]}"", 'force': 100.0, 'damage': 50.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.009999999776482582}, 'explosion': {'id': '00558303', 'name': 'crExplosionWendigoColossusRadVomit', 'enchantment': '', 'damage_mult': 0, 'object': {'type': 'HAZD', 'value': {'id': '00558305', 'name': 'crHazardWendigoColossusRadVomit', 'full': '', 'effect': {'type': 'Spell', 'value': {'id': '0056be51', 'name': 'crSpellWendigoColossusRadVomit', 'full': 'Corrosive Bile', 'type': 'Spell', 'time': 0.0, 'e_type': 'Concentration', 'target': 'Contact', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a18cc', 'name': 'crHazardDamageEffect', 'full': 'Damage Effect', 'keywords': [], 'd_type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'resist': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Creatures\\Weapon\\Weapon_WendigoColossus_RadHazardDMG.json\n{'curve': [{'x': 90, 'y': 8}, {'x': 110, 'y': 25}]}"", 'only_player': 'No'}, {'m_effect': {'id': '0056be49', 'name': 'crHazardRadsEffect', 'full': 'Radiation Effect', 'keywords': ['DamageTypeRadiation'], 'd_type': '00000000', 'resist': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Creatures\\Weapon\\Weapon_WendigoColossus_RadHazardDMG.json\n{'curve': [{'x': 90, 'y': 8}, {'x': 110, 'y': 25}]}"", 'only_player': 'No'}, {'m_effect': {'id': '0056be4a', 'name': 'crHazardReduceDamageResist', 'full': 'Reduce Damage Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0056be4b', 'name': 'crHazardReduceEnergyResist', 'full': 'Reduce Energy Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0056be4c', 'name': 'crHazardReduceFireResist', 'full': 'Reduce Fire Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0056be4d', 'name': 'crHazardReducePoisonResist', 'full': 'Reduce Poison Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e4', 'name': 'PoisonResist', 'full': 'Poison Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0056be4e', 'name': 'crHazardReduceRadsResist', 'full': 'Reduce Rads Resist Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}, 'radius': 18.0, 'lifeTime': 30.0, 'interval': 0.0}}, 'projectile': '00000000', 'exp_curv': ""Creatures\\Weapon\\Weapon_WendigoColossus_RadProjDMG.json\n{'curve': [{'x': 90, 'y': 50}, {'x': 110, 'y': 90}]}"", 'force': 100.0, 'damage': 50.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'a_type': 'SpawnHazard', 'e_type': 'Fire', 'target': 'Aimed', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
