ID,NAME,PROJ_TYPE,ANIM_RELOAD,SIGHTED_TRANS,UNSIGHTED_TRANS,PROJECTILES,AMMO,SPEED,ATTACK_DELAY,DAMAGE_OUT_OF_RANGE,CAPACITY,WEIGHT,ATTACK_SPEED,AP,LOCALIZED_NAME,TAGS,DEF_MODS,EQTYPE,AT_POINTS,LEVELS,DAMAGE,CRIT,WEAP_EFFECT,MA,W_TYPE
006ccada,crJerseyDevilBoulder,00000000,0.0,0.25,0.25,1,"{'id': '00750c8d', 'name': 'JerseyDevilBoulder', 'full': 'Jersey Devil Boulder Ammo', 'value': 1, 'weight': 0.0, 'projectile': {'id': '007285fa', 'name': 'crProjectileJerseyDevilBoulder', 'full': 'Jersey Devil Boulder Projectile', 'destructible': {'id': '000e574f', 'name': 'ExplosionFragGrenade', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': ""Weapons\\Thrown\\Thrown_FragGrenade_DMG.json\n{'curve': [{'x': 1, 'y': 150}, {'x': 50, 'y': 150}]}"", 'force': 2000.0, 'damage': 150.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'gravity': 0.5, 'speed': 2500.0, 'range': 15000.0, 'expl': {'id': '0073985a', 'name': 'crExplosionJerseyDevilBoulder', 'enchantment': {'id': '0073be50', 'name': 'crEnchJerseyDevilBoulderStagger', 'full': 'Jersey Devil Boulder Stagger', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '0075cbf7', 'name': 'crJerseyDevilBoulderStaggerEffect', 'full': 'Jersey Devil Boulder Stagger Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Stagger', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.5, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}, 'damage_mult': 0, 'object': '', 'projectile': {...}, 'exp_curv': ""Creatures\\Weapon\\Weapon_JerseyDevil_BoulderDMG.json\n{'curve': [{'x': 25, 'y': 85}, {'x': 50, 'y': 170}, {'x': 100, 'y': 284}]}"", 'force': 250.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,20.0,1.0,0,1.0,2.76667,0.0,Jersey Devil Boulder Throw,Ranged,[],AltAttackSlot2,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_JerseyDevil_BoulderDMG.json', ""{'curve': [{'x': 25, 'y': 85}, {'x': 50, 'y': 170}, {'x': 100, 'y': 284}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '006b52a0'}]","{'mult': 1.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
006ccadc,crJerseyDevilSinisterGaze,00000000,1.8333,0.25,0.25,1,"{'id': '00750c8e', 'name': 'JerseyDevilSinisterGaze', 'full': 'Jersey Devil Sinister Gaze Ammo', 'value': 1, 'weight': 0.0, 'projectile': {'id': '007285fb', 'name': 'crProjectileJerseyDevilSinisterGaze', 'full': 'Jersey Devil Sinister Gaze Projectile', 'destructible': '', 'gravity': 0.0, 'speed': 4000.0, 'range': 20000.0, 'expl': {'id': '006b52a9', 'name': 'crExplosionJerseyDevilSinisterGaze', 'enchantment': {'id': '006b460a', 'name': 'crEnchJerseyDevilSinsterGaze', 'full': 'Jersey Devil Sinister Gaze', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '0073be51', 'name': 'crJerseyDevilSinisterGazeStaggerEffect', 'full': 'Jersey Devil Sinister Gaze Stagger Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Stagger', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.25, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00739857', 'name': 'crJerseyDevilSinisterGazeHealthDOTEffect', 'full': 'Jersey Devil Sinister Gaze Health DOT Effect', 'keywords': [], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 125.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00739858', 'name': 'crJerseyDevilSinisterGazeDamageAPEffect', 'full': 'Jersey Devil Sinister Gaze Damage AP Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d5', 'name': 'ActionPoints', 'full': 'Action Points'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 250.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00739855', 'name': 'crJerseyDevilSinisterGazePABatteryDrainEffect', 'full': 'Jersey Devil Sinister Gaze PA Fusion Core Drain Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '0000035c', 'name': 'PowerArmorBattery', 'full': 'Power Armor Battery'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}, 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': ""Creatures\\Weapon\\Weapon_JerseyDevil_SinisterGazeDMG.json\n{'curve': [{'x': 25, 'y': 85}, {'x': 50, 'y': 170}, {'x': 100, 'y': 284}]}"", 'force': 250.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,30.0,1.0,0,1.0,2.76667,0.0,Jersey Devil Sinister Gaze,Ranged,[],AltAttackSlot1,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_JerseyDevil_SinisterGazeDMG.json', ""{'curve': [{'x': 25, 'y': 85}, {'x': 50, 'y': 170}, {'x': 100, 'y': 284}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '006ccad2'}]","{'mult': 1.0, 'charge': 0.0, 'spell': '00000000'}",,,Range
006b52b1,crJerseyDevilUnarmed,00000000,0.0,0.25,0.25,1,None,1.0,0.0,1.0,0,1.0,0.78325,0.0,Jersey Devil Unarmed,Unarmed,[],BothHandsOptional,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_JerseyDevil_UnarmedDMG.json', ""{'curve': [{'x': 25, 'y': 64}, {'x': 50, 'y': 128}, {'x': 100, 'y': 213}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '006b52a5'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}","{'id': '006fc2b7', 'name': 'crEnchJerseyDevilUnarmedStagger', 'full': 'Jersey Devil Unarmed Stagger', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '001a03fb', 'name': 'StaggerEffect', 'full': 'Stagger', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Stagger', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.75, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",,Unarmed
00728290,crLesserDevilCombatTaunt,00000000,0.0,0.25,0.25,1,"{'id': '0072828d', 'name': 'LesserDevilCombatTaunt', 'full': 'Lesser Devil Combat Taunt Ammo', 'value': 1, 'weight': 0.0, 'projectile': {'id': '0072828f', 'name': 'crProjectileLesserDevilCombatTaunt', 'full': 'Lesser Devil Combat Taunt Projectile', 'destructible': '', 'gravity': 0.0, 'speed': 650.0, 'range': 650.0, 'expl': '00000000', 'relaunch': 5.0}, 'damage': 0.0, 'health': 0}",1.0,60.0,0.0,0,1.0,2.76667,0.0,Lesser Devil Combat Taunt,Ranged,[],RightHandAlt,,1,[],"{'mult': 0.0, 'charge': 0.0, 'spell': '00000000'}",,,Range
006b3e25,crLesserDevilUnarmed,00000000,0.0,0.25,0.25,1,None,1.0,0.0,1.0,0,1.0,0.78325,0.0,Lesser Devil Unarmed,Unarmed,[],BothHandsOptional,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_LesserDevil_UnarmedDMG.json', ""{'curve': [{'x': 5, 'y': 20}, {'x': 25, 'y': 40}, {'x': 50, 'y': 90}, {'x': 75, 'y': 125}, {'x': 100, 'y': 150}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0073d2c9'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}","{'id': '006fc2b8', 'name': 'crEnchLesserDevilStagger', 'full': 'Lesser Devil Stagger', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '001a03fb', 'name': 'StaggerEffect', 'full': 'Stagger', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Stagger', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 2.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",,Unarmed
0010d80a,crLiberatorLaserGun,00000000,0.0,0.25,0.25,1,"{'id': '004347b1', 'name': 'LiberatorLaserAmmo', 'full': 'Liberator Laser Ammo', 'ammo_type': 'Energy', 'value': 3, 'weight': 0.004999999888241291, 'projectile': {'id': '0009c663', 'name': 'ProjectileLaserRifleBeamRed', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",1.0,1.0,0.7,3,25.0,0.53333,20.0,Liberator Laser,Automatic / Energy / Ranged / Laser,[],MiddleHand,004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_Liberator_LaserDMG.json', ""{'curve': [{'x': 1, 'y': 5}, {'x': 5, 'y': 6}, {'x': 10, 'y': 10}, {'x': 18, 'y': 18}, {'x': 30, 'y': 30}, {'x': 42, 'y': 40}, {'x': 54, 'y': 47}, {'x': 100, 'y': 60}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '003e793c'}]","{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '000731b2', 'name': 'CritLaser', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000731b3', 'name': 'CritLaserEffect', 'full': 'Critical Laser Hit', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}",,,Range
0079c94c,crLostMinigun,"{'id': '0003adfb', 'name': 'ProjectileMiniGun', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}",3.36668,0.3,0.3,1,"{'id': '0001f66c', 'name': '5mm', 'full': '5mm Round', 'ammo_type': 'Ballistic', 'value': 1, 'weight': 0.0010000000474974513, 'projectile': {'id': '0005ddef', 'name': 'Projectile5mm', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '001b5edc', 'name': 'ExplosionExplosiveProjectile', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 100.0, 'damage': 25.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",2.0,0.0,0.5,500,18.0,2.2,30.0,Minigun,ma_CanHaveNullMuzzle / Ballistic / HeavyGun / ma_Minigun / Gun / Minigun / Ranged / ma_Gun_Appearance / Automatic / ma_legendarycrafting_weaponranged / ma_Misc_Legendarycrafting_Weapon_Ranged4,"[['00121d53', '00188a05', '0004f21d', '0037d0c1'], ['00121d53', '00188a05', '0004f21d', '0037d0c1'], ['00121d53', '00188a05', '0004f21d', '0037d0c1'], ['001c6bc5', '001c6bc7', '001c6bc6', '0037d0c1']]",BothHands,0002249d_ap_gun_Barrel / 00022499_ap_gun_Scope / 001e32c8_ap_Legendary1 / 00149ca8_ap_gun_Casing / 001e9904_ap_gun_FlashFar / 001e9906_ap_gun_FlashShort / 001e9905_ap_gun_FlashMid / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 00114364_ap_gun_Appearance / 006214d8_ap_Legendary_Crafting,35 / 45,"[{'value': 0, 'curv': ['Weapons\\Weap_MiniGunDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 0}, {'x': 25, 'y': 0}, {'x': 30, 'y': 0}, {'x': 35, 'y': 20}, {'x': 40, 'y': 20}, {'x': 45, 'y': 24}, {'x': 50, 'y': 24}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00149452'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,001c9e78_ma_CanHaveNullMuzzle / 00123688_ma_Minigun / 0037d0b2_ma_Gun_Appearance / 005ff5f5_ma_legendarycrafting_weaponranged / 006214d7_ma_Misc_Legendarycrafting_Weapon_Ranged4,Range
0052193e,crMegaslothAreaAttack,"{'id': '0052193d', 'name': 'crProjectileMegaslothAreaAttack', 'full': 'Megasloth Area Attack Projectile', 'destructible': '', 'gravity': 1.0, 'speed': 100.0, 'range': 1000.0, 'expl': {'id': '0052193c', 'name': 'crExplosionMegaslothAreaAttack', 'enchantment': '', 'damage_mult': 0, 'object': {'type': 'HAZD', 'value': {'id': '0004318f', 'name': 'crHazardMegaslothAreaAttack', 'full': '', 'effect': {'type': 'Ench', 'value': {'id': '00150f68', 'name': 'crEnchMegaslothAreaAttack', 'full': 'Megasloth Area Attack', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '00150f60', 'name': 'DrainHealthEffect', 'full': 'Drain Health', 'keywords': [], 'd_type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'resist': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00150f5f', 'name': 'DrainAPEffect', 'full': 'Drain AP', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d5', 'name': 'ActionPoints', 'full': 'Action Points'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.5, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}, 'radius': 15.0, 'lifeTime': 20.0, 'interval': 0.30000001192092896}}, 'projectile': '00000000', 'exp_curv': '00000000', 'force': 100.0, 'damage': 1.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.009999999776482582}",0.0,0.25,0.25,1,None,1.0,25.0,0.0,0,3.0,4.33333,20.0,,,[],MiddleHand,,1 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,[],"{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
0003226a,crMegaslothDirtThrow,"{'id': '00032319', 'name': 'crProjectileMegaSlothDirtThrow', 'full': '', 'destructible': '', 'gravity': 1.2000000476837158, 'speed': 3000.0, 'range': 15000.0, 'expl': {'id': '00121ac2', 'name': 'crExplosionDeathclawRock', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': ""Creatures\\Weapon\\Weapon_Deathclaw_DirtThrowDMG.json\n{'curve': [{'x': 21, 'y': 40}, {'x': 31, 'y': 45}, {'x': 41, 'y': 50}, {'x': 51, 'y': 55}, {'x': 61, 'y': 60}, {'x': 71, 'y': 65}, {'x': 81, 'y': 70}, {'x': 100, 'y': 125}]}"", 'force': 200.0, 'damage': 20.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",0.0,0.25,0.25,1,None,1.0,5.0,0.0,0,3.0,4.33333,20.0,,Ranged,[],RightHand,,1 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_MegaSloth_DirtThrowDMG.json', ""{'curve': [{'x': 30, 'y': 50}, {'x': 40, 'y': 75}, {'x': 50, 'y': 100}, {'x': 100, 'y': 150}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00505a99'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
0009f24d,crMirelurkHunterSpitWeapon,00000000,0.0,0.25,0.25,1,"{'id': '0009f24c', 'name': 'MirelurkHunter', 'full': 'Lobster Spray', 'value': 0, 'weight': 0.0, 'projectile': {'id': '000a8afc', 'name': 'crProjectileMirelurkHunterSpit', 'full': '', 'destructible': '', 'gravity': 0.5, 'speed': 1200.0, 'range': 10000.0, 'expl': {'id': '000a8afd', 'name': 'crExplosionMirelurkHunterSpit', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 0.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.009999999776482582}, 'damage': 0.0, 'health': 0}",1.0,2.0,0.0,0,3.0,1.5,0.0,Spit Attack,Ranged,[],MiddleHand,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_MirelurkHunter_SpitDMG.json', ""{'curve': [{'x': 1, 'y': 1}, {'x': 5, 'y': 2}, {'x': 11, 'y': 3}, {'x': 18, 'y': 4}, {'x': 24, 'y': 5}, {'x': 34, 'y': 6}, {'x': 46, 'y': 9}, {'x': 58, 'y': 11}, {'x': 70, 'y': 14}, {'x': 85, 'y': 16}, {'x': 100, 'y': 20}]}""], 'type': {'id': '00060a84', 'name': 'dtPoison', 'full': 'Poison Damage'}, 'id': '00452f86'}]","{'mult': 2.0, 'charge': 0.0, 'spell': '00000000'}","{'id': '00148d8f', 'name': 'crMirelurkHunterSpitAttackSpell', 'full': 'Spit', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '00130dbc', 'name': 'RadScorpion_dtPoisonEffectChanceAlways', 'full': 'Damage Type Poison', 'keywords': [], 'd_type': {'id': '00060a84', 'name': 'dtPoison', 'full': 'Poison Damage'}, 'resist': {'id': '000002e4', 'name': 'PoisonResist', 'full': 'Poison Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Creatures\\Weapon\\Weapon_MirelurkHunter_PoisonDMG.json\n{'curve': [{'x': 1, 'y': 1}, {'x': 5, 'y': 2}, {'x': 11, 'y': 2}, {'x': 18, 'y': 3}, {'x': 24, 'y': 3}, {'x': 34, 'y': 4}, {'x': 46, 'y': 4}, {'x': 58, 'y': 5}, {'x': 70, 'y': 5}, {'x': 85, 'y': 6}, {'x': 100, 'y': 6}]}"", 'only_player': 'No'}, {'m_effect': {'id': '00130dbc', 'name': 'RadScorpion_dtPoisonEffectChanceAlways', 'full': 'Damage Type Poison', 'keywords': [], 'd_type': {'id': '00060a84', 'name': 'dtPoison', 'full': 'Poison Damage'}, 'resist': {'id': '000002e4', 'name': 'PoisonResist', 'full': 'Poison Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 7, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Creatures\\Weapon\\Weapon_MirelurkHunter_PoisonDMG.json\n{'curve': [{'x': 1, 'y': 1}, {'x': 5, 'y': 2}, {'x': 11, 'y': 2}, {'x': 18, 'y': 3}, {'x': 24, 'y': 3}, {'x': 34, 'y': 4}, {'x': 46, 'y': 4}, {'x': 58, 'y': 5}, {'x': 70, 'y': 5}, {'x': 85, 'y': 6}, {'x': 100, 'y': 6}]}"", 'only_player': 'No'}]}",,Range
0060e1b9,crMissing_Kit_Minigun,"{'id': '0003adfb', 'name': 'ProjectileMiniGun', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}",3.36668,0.3,0.3,1,"{'id': '0001f66c', 'name': '5mm', 'full': '5mm Round', 'ammo_type': 'Ballistic', 'value': 1, 'weight': 0.0010000000474974513, 'projectile': {'id': '0005ddef', 'name': 'Projectile5mm', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '001b5edc', 'name': 'ExplosionExplosiveProjectile', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 100.0, 'damage': 25.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",2.0,0.0,0.5,500,18.0,2.2,30.0,Minigun,ma_CanHaveNullMuzzle / Ballistic / HeavyGun / ma_Minigun / Gun / Minigun / Ranged / ma_Gun_Appearance / Automatic,"[['00121d53', '00188a05', '0004f21d', '0037d0c1'], ['00121d53', '00188a05', '0004f21d', '0037d0c1'], ['00121d53', '00188a05', '0004f21d', '0037d0c1'], ['001c6bc5', '001c6bc7', '001c6bc6', '0037d0c1'], ['00121d53', '00188a05', '0004f21d', '0037d0c4']]",BothHands,0002249d_ap_gun_Barrel / 00022499_ap_gun_Scope / 001e32c8_ap_Legendary1 / 00149ca8_ap_gun_Casing / 001e9904_ap_gun_FlashFar / 001e9906_ap_gun_FlashShort / 001e9905_ap_gun_FlashMid / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 00114364_ap_gun_Appearance,35 / 45,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_Kit_RangedDMG.json', ""{'curve': [{'x': 25, 'y': 5}, {'x': 50, 'y': 15}, {'x': 100, 'y': 25}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0060e1bc'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,001c9e78_ma_CanHaveNullMuzzle / 00123688_ma_Minigun / 0037d0b2_ma_Gun_Appearance,Range
006ccc70,crMobster10mm,00000000,1.96668,0.12,0.15,1,"{'id': '0001f276', 'name': '10mm', 'full': '10mm Round', 'ammo_type': 'Ballistic', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '0001f277', 'name': 'Projectile10mm', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.2333,0.5,12,3.0,0.66667,20.0,10mm,Pistol / Ballistic / ma_10mm / ma_BallisticGun / ma_CanHaveNullMuzzle / Ranged / ma_Gun_Appearance,"[['001f660f', '0005e92e', '0000475a', '0005eafa', '001f6650', '00063462', '0037d0c1']]",BothHandsLeftOptional,00024004_ap_gun_receiver / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 00114364_ap_gun_Appearance / 006214d8_ap_Legendary_Crafting,1 / 15 / 25 / 35 / 45,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_HumanMobster_PistolDMG.json', ""{'curve': [{'x': 1, 'y': 5}, {'x': 5, 'y': 5}, {'x': 10, 'y': 12}, {'x': 15, 'y': 12}, {'x': 20, 'y': 18}, {'x': 25, 'y': 18}, {'x': 30, 'y': 24}, {'x': 35, 'y': 24}, {'x': 40, 'y': 28}, {'x': 45, 'y': 28}, {'x': 50, 'y': 35}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '006ccc3f'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,00017e69_ma_10mm / 000d192e_ma_BallisticGun / 001c9e78_ma_CanHaveNullMuzzle / 0037d0b2_ma_Gun_Appearance,Range
