"Id","Name","Full Name","Effects"
"005a5dbd","LGN_BrawlingChemist_Perk03","Brawling Chemist","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '005a5dc1', 'name': 'LGN_BrawlingChemist_Spell03', 'full': 'Stealth Spell', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5db9', 'name': 'LGN_BrawlingChemist_Effect03', 'full': 'BrawlingChemist', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a5dbe","LGN_BrawlingChemist_Perk04","Brawling Chemist","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '005a5dc2', 'name': 'LGN_BrawlingChemist_Spell04', 'full': 'Stealth Spell', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5dba', 'name': 'LGN_BrawlingChemist_Effect04', 'full': 'BrawlingChemist', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a5dbb","LGN_BrawlingChemist_Perk01","Brawling Chemist","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '005a5dbf', 'name': 'LGN_BrawlingChemist_Spell01', 'full': 'Stealth Spell', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5db7', 'name': 'LGN_BrawlingChemist_Effect01', 'full': 'BrawlingChemist', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a5daa","zzzLGN_OverchargedCore_Perk02","Overcharged Core","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '005a5dae', 'name': 'zzzAbOverchargedCore02', 'full': '', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0022e2fd', 'name': 'AbFortifyFusionCore', 'full': 'Fortify Fusion Core', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0015a8b2', 'name': 'PABatteryDamageRate', 'full': 'Power Armor Battery Drain Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.20000000298023224, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}, {'e_type': 'Function', 'entry': 'AmmoCapacityMult?', 'op': 'AddValue', 'v_type': 1, 'value': 0.20000000298023224}]"
"005a5dac","zzzLGN_OverchargedCore_Perk04","Overcharged Core","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '005b2e93', 'name': 'zzzAbOverchargedCore04DUPLICATE000', 'full': '', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0022e2fd', 'name': 'AbFortifyFusionCore', 'full': 'Fortify Fusion Core', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0015a8b2', 'name': 'PABatteryDamageRate', 'full': 'Power Armor Battery Drain Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.4000000059604645, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}, {'e_type': 'Function', 'entry': 'AmmoCapacityMult?', 'op': 'AddValue', 'v_type': 1, 'value': 0.4000000059604645}]"
"005a5da9","zzzLGN_OverchargedCore_Perk01","Overcharged Core","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '005a5dad', 'name': 'zzzAbOverchargedCore01', 'full': '', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0022e2fd', 'name': 'AbFortifyFusionCore', 'full': 'Fortify Fusion Core', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0015a8b2', 'name': 'PABatteryDamageRate', 'full': 'Power Armor Battery Drain Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.10000000149011612, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}, {'e_type': 'Function', 'entry': 'AmmoCapacityMult?', 'op': 'AddValue', 'v_type': 1, 'value': 0.10000000149011612}]"
"005a5dab","zzzLGN_OverchargedCore_Perk03","Overcharged Core","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '005b2e92', 'name': 'zzzAbOverchargedCore03DUPLICATE000', 'full': '', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0022e2fd', 'name': 'AbFortifyFusionCore', 'full': 'Fortify Fusion Core', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0015a8b2', 'name': 'PABatteryDamageRate', 'full': 'Power Armor Battery Drain Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.30000001192092896, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}, {'e_type': 'Function', 'entry': 'AmmoCapacityMult?', 'op': 'AddValue', 'v_type': 1, 'value': 0.30000001192092896}]"
"005a5d6c","LGN_FollowThrough_Perk04","Follow Through","[{'e_type': 'Function', 'entry': 'ApplyHitSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005a5d78', 'name': 'FollowThroughDmgDebuff04', 'full': 'Follow Through Debuff', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5d74', 'name': 'FollowThroughDebuff04', 'full': 'Follow Through Dmg Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '005a5d70'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a5d6b","LGN_FollowThrough_Perk03","Follow Through","[{'e_type': 'Function', 'entry': 'ApplyHitSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005a5d77', 'name': 'FollowThroughDmgDebuff03', 'full': 'Follow Through Debuff', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5d73', 'name': 'FollowThroughDebuff03', 'full': 'Follow Through Dmg Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '005a5d6f'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a5d70","FollowThroughDamageDebuffPerk04","Follow Through Damage Debuff","[{'e_type': 'Function', 'entry': 'WeaponDamage?', 'op': 'MulValue', 'v_type': 1, 'value': 1.399999976158142}]"
"005a5d6a","LGN_FollowThrough_Perk02","Follow Through","[{'e_type': 'Function', 'entry': 'ApplyHitSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005a5d76', 'name': 'FollowThroughDmgDebuff02', 'full': 'Follow Through Debuff', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5d72', 'name': 'FollowThroughDebuff02', 'full': 'Follow Through Dmg Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '005a5d6e'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a5d6f","FollowThroughDamageDebuffPerk03","Follow Through Damage Debuff","[{'e_type': 'Function', 'entry': 'WeaponDamage?', 'op': 'MulValue', 'v_type': 1, 'value': 1.2999999523162842}]"
"005a5d69","LGN_FollowThrough_Perk01","Follow Through","[{'e_type': 'Function', 'entry': 'ApplyHitSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005a5d75', 'name': 'FollowThroughDmgDebuff01', 'full': 'Follow Through Debuff', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5d71', 'name': 'FollowThroughDebuff01', 'full': 'Follow Through Dmg Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '005a5d6d'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a5d6e","FollowThroughDamageDebuffPerk02","Follow Through Damage Debuff","[{'e_type': 'Function', 'entry': 'WeaponDamage?', 'op': 'MulValue', 'v_type': 1, 'value': 1.2000000476837158}]"
"005a5d6d","FollowThroughDamageDebuffPerk01","Follow Through Damage Debuff","[{'e_type': 'Function', 'entry': 'WeaponDamage?', 'op': 'MulValue', 'v_type': 1, 'value': 1.100000023841858}]"
"005a59dd","zzzLGN_RewardsHound_Perk02","Rewards Hound","[{'e_type': 'Function', 'entry': 'WeaponAttackDamage?', 'op': 'MulValue', 'v_type': 1, 'value': 1.399999976158142}]"
"005a59de","zzzLGN_RewardsHound_Perk03","Rewards Hound","[{'e_type': 'Function', 'entry': 'WeaponAttackDamage?', 'op': 'MulValue', 'v_type': 1, 'value': 1.399999976158142}]"
"005a59df","zzzLGN_RewardsHound_Perk04","Rewards Hound","[{'e_type': 'Function', 'entry': 'WeaponAttackDamage?', 'op': 'MulValue', 'v_type': 1, 'value': 1.399999976158142}]"
"005a59dc","zzzLGN_RewardsHound_Perk01","Rewards Hound","[]"
"005a59d4","LGN_BloodSacrifice_Perk04","Blood Sacrifice!","[{'e_type': 'Function', 'entry': 'ApplyOnDeathSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005b04b2', 'name': 'LGN_BloodSacrifice_Spell04', 'full': 'Sentry Right Arm Grim Plate', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5df0', 'name': 'LGN_BloodSacrifice_DamageResist_Effect', 'full': 'Health Regen', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 40.0, 'area': 0, 'duration': 14, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c5fef', 'name': 'LGN_BloodSacrifice_RestoreHealth_Effect', 'full': 'Restore Health', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 14, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c5ff0', 'name': 'LGN_BloodSacrifice_Shader_Effect', 'full': 'Shader', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 14, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c7581', 'name': 'LGN_BloodSacrifice_Fanfare', 'full': 'Blood Sacrifice!', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 15, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c6155', 'name': 'LGN_BloodSacrifice_Cooldown_Effect', 'full': 'Cooldown', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 300, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a59d2","LGN_BloodSacrifice_Perk02","Blood Sacrifice!","[{'e_type': 'Function', 'entry': 'ApplyOnDeathSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005a5df2', 'name': 'LGN_BloodSacrifice_Spell02', 'full': 'Assaultron Right Arm Grim Plate', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5df0', 'name': 'LGN_BloodSacrifice_DamageResist_Effect', 'full': 'Health Regen', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c5fef', 'name': 'LGN_BloodSacrifice_RestoreHealth_Effect', 'full': 'Restore Health', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c5ff0', 'name': 'LGN_BloodSacrifice_Shader_Effect', 'full': 'Shader', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c7581', 'name': 'LGN_BloodSacrifice_Fanfare', 'full': 'Blood Sacrifice!', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 15, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c6155', 'name': 'LGN_BloodSacrifice_Cooldown_Effect', 'full': 'Cooldown', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 300, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a59d1","LGN_BloodSacrifice_Perk01","Blood Sacrifice!","[{'e_type': 'Function', 'entry': 'ApplyOnDeathSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005a59d5', 'name': 'LGN_BloodSacrifice_Spell01', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5df0', 'name': 'LGN_BloodSacrifice_DamageResist_Effect', 'full': 'Health Regen', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 25.0, 'area': 0, 'duration': 8, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c5fef', 'name': 'LGN_BloodSacrifice_RestoreHealth_Effect', 'full': 'Restore Health', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 8, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c5ff0', 'name': 'LGN_BloodSacrifice_Shader_Effect', 'full': 'Shader', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 8, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c7581', 'name': 'LGN_BloodSacrifice_Fanfare', 'full': 'Blood Sacrifice!', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 15, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c6155', 'name': 'LGN_BloodSacrifice_Cooldown_Effect', 'full': 'Cooldown', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 300, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a59d3","LGN_BloodSacrifice_Perk03","Blood Sacrifice!","[{'e_type': 'Function', 'entry': 'ApplyOnDeathSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005b04b1', 'name': 'LGN_BloodSacrifice_Spell03', 'full': 'ht', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5df0', 'name': 'LGN_BloodSacrifice_DamageResist_Effect', 'full': 'Health Regen', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 35.0, 'area': 0, 'duration': 12, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c5fef', 'name': 'LGN_BloodSacrifice_RestoreHealth_Effect', 'full': 'Restore Health', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 12, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c5ff0', 'name': 'LGN_BloodSacrifice_Shader_Effect', 'full': 'Shader', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 12, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c7581', 'name': 'LGN_BloodSacrifice_Fanfare', 'full': 'Blood Sacrifice!', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 15, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c6155', 'name': 'LGN_BloodSacrifice_Cooldown_Effect', 'full': 'Cooldown', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 300, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"005a59cc","zzz_LGN_BotanyBuddy_Perk01","Botany Buddy","[{'e_type': 'Function', 'entry': 'ApplyBotanySpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '005a5db1', 'name': 'zzz_LGN_BotanyBuddy_Spell01', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '005a5daf', 'name': 'zzz_LGN_BotanyBuddy_DamageResist_Effect', 'full': 'Armor Boost', 'keywords': ['BotanyBuddyDispelEffects'], 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 25.0, 'area': 0, 'duration': 30, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005a5db0', 'name': 'zzz_LGN_BotanyBuddy_Regen_Effect', 'full': 'Restore Health', 'keywords': ['BotanyBuddyDispelEffects'], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 2.0, 'area': 0, 'duration': 30, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '005c91c9', 'name': 'zzz_LGN_BotanyBuddy_Fanfare', 'full': 'Botany Buddy', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 15, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
