Name,Level,dr,er,fire,poison,cold,rad,Health
humanciviliancompetitor,26,35.777777777777786,35.777777777777786,13.555555555555554,13.555555555555554,9.111111111111107,22.111111111111107,191.77777777777771
humanciviliancompetitor,27,36.33333333333334,36.33333333333334,13.666666666666664,13.666666666666664,9.333333333333329,22.33333333333333,201.33333333333326
humanciviliancompetitor,28,36.8888888888889,36.8888888888889,13.777777777777775,13.777777777777775,9.55555555555555,22.55555555555555,210.8888888888888
humanciviliancompetitor,29,37.44444444444446,37.44444444444446,13.888888888888886,13.888888888888886,9.777777777777771,22.77777777777777,220.44444444444434
humanciviliancompetitor,30,38,38,14,14,10,23,230
humanciviliancompetitor,31,38.333333333333336,38.333333333333336,14.222222222222221,14.222222222222221,10.11111111111111,23.333333333333332,242.77777777777777
humanciviliancompetitor,32,38.66666666666667,38.66666666666667,14.444444444444443,14.444444444444443,10.222222222222221,23.666666666666664,255.55555555555554
humanciviliancompetitor,33,39.00000000000001,39.00000000000001,14.666666666666664,14.666666666666664,10.333333333333332,23.999999999999996,268.3333333333333
humanciviliancompetitor,34,39.33333333333334,39.33333333333334,14.888888888888886,14.888888888888886,10.444444444444443,24.33333333333333,281.1111111111111
humanciviliancompetitor,35,39.66666666666668,39.66666666666668,15.111111111111107,15.111111111111107,10.555555555555554,24.66666666666666,293.88888888888886
humanciviliancompetitor,36,40.000000000000014,40.000000000000014,15.333333333333329,15.333333333333329,10.666666666666664,24.999999999999993,306.66666666666663
humanciviliancompetitor,37,40.33333333333335,40.33333333333335,15.55555555555555,15.55555555555555,10.777777777777775,25.333333333333325,319.4444444444444
humanciviliancompetitor,38,40.666666666666686,40.666666666666686,15.777777777777771,15.777777777777771,10.888888888888886,25.666666666666657,332.2222222222222
humanciviliancompetitor,39,41,41,16,16,11,26,345
humanciviliancompetitor,40,41.36363636363637,41.36363636363637,16.09090909090909,16.09090909090909,11.0,26.272727272727273,350.1818181818182
humanciviliancompetitor,41,41.727272727272734,41.727272727272734,16.18181818181818,16.18181818181818,11.0,26.545454545454547,355.3636363636364
humanciviliancompetitor,42,42.0909090909091,42.0909090909091,16.27272727272727,16.27272727272727,11.0,26.81818181818182,360.54545454545456
humanciviliancompetitor,43,42.45454545454547,42.45454545454547,16.36363636363636,16.36363636363636,11.0,27.090909090909093,365.72727272727275
humanciviliancompetitor,44,42.818181818181834,42.818181818181834,16.45454545454545,16.45454545454545,11.0,27.363636363636367,370.90909090909093
humanciviliancompetitor,45,43.1818181818182,43.1818181818182,16.54545454545454,16.54545454545454,11.0,27.63636363636364,376.0909090909091
humanciviliancompetitor,46,43.54545454545457,43.54545454545457,16.63636363636363,16.63636363636363,11.0,27.909090909090914,381.2727272727273
humanciviliancompetitor,47,43.909090909090935,43.909090909090935,16.72727272727272,16.72727272727272,11.0,28.181818181818187,386.4545454545455
humanciviliancompetitor,48,44.2727272727273,44.2727272727273,16.81818181818181,16.81818181818181,11.0,28.45454545454546,391.6363636363637
humanciviliancompetitor,49,44.63636363636367,44.63636363636367,16.9090909090909,16.9090909090909,11.0,28.727272727272734,396.81818181818187
humanciviliancompetitor,50,45,45,17,17,11,29,402
humanciviliancompetitor,51,45.3,45.3,17.12,17.12,11.08,29.18,412.36
humanciviliancompetitor,52,45.599999999999994,45.599999999999994,17.240000000000002,17.240000000000002,11.16,29.36,422.72
humanciviliancompetitor,53,45.89999999999999,45.89999999999999,17.360000000000003,17.360000000000003,11.24,29.54,433.08000000000004
humanciviliancompetitor,54,46.19999999999999,46.19999999999999,17.480000000000004,17.480000000000004,11.32,29.72,443.44000000000005
humanciviliancompetitor,55,46.499999999999986,46.499999999999986,17.600000000000005,17.600000000000005,11.4,29.9,453.80000000000007
humanciviliancompetitor,56,46.79999999999998,46.79999999999998,17.720000000000006,17.720000000000006,11.48,30.08,464.1600000000001
humanciviliancompetitor,57,47.09999999999998,47.09999999999998,17.840000000000007,17.840000000000007,11.56,30.259999999999998,474.5200000000001
humanciviliancompetitor,58,47.39999999999998,47.39999999999998,17.960000000000008,17.960000000000008,11.64,30.439999999999998,484.8800000000001
humanciviliancompetitor,59,47.699999999999974,47.699999999999974,18.08000000000001,18.08000000000001,11.72,30.619999999999997,495.2400000000001
humanciviliancompetitor,60,47.99999999999997,47.99999999999997,18.20000000000001,18.20000000000001,11.8,30.799999999999997,505.60000000000014
humanciviliancompetitor,61,48.29999999999997,48.29999999999997,18.32000000000001,18.32000000000001,11.88,30.979999999999997,515.9600000000002
humanciviliancompetitor,62,48.599999999999966,48.599999999999966,18.440000000000012,18.440000000000012,11.96,31.159999999999997,526.3200000000002
humanciviliancompetitor,63,48.89999999999996,48.89999999999996,18.560000000000013,18.560000000000013,12.040000000000001,31.339999999999996,536.6800000000002
humanciviliancompetitor,64,49.19999999999996,49.19999999999996,18.680000000000014,18.680000000000014,12.120000000000001,31.519999999999996,547.0400000000002
humanciviliancompetitor,65,49.49999999999996,49.49999999999996,18.800000000000015,18.800000000000015,12.200000000000001,31.699999999999996,557.4000000000002
humanciviliancompetitor,66,49.799999999999955,49.799999999999955,18.920000000000016,18.920000000000016,12.280000000000001,31.879999999999995,567.7600000000002
humanciviliancompetitor,67,50.09999999999995,50.09999999999995,19.040000000000017,19.040000000000017,12.360000000000001,32.059999999999995,578.1200000000002
humanciviliancompetitor,68,50.39999999999995,50.39999999999995,19.160000000000018,19.160000000000018,12.440000000000001,32.239999999999995,588.4800000000002
humanciviliancompetitor,69,50.699999999999946,50.699999999999946,19.28000000000002,19.28000000000002,12.520000000000001,32.419999999999995,598.8400000000003
humanciviliancompetitor,70,50.99999999999994,50.99999999999994,19.40000000000002,19.40000000000002,12.600000000000001,32.599999999999994,609.2000000000003
humanciviliancompetitor,71,51.29999999999994,51.29999999999994,19.52000000000002,19.52000000000002,12.680000000000001,32.779999999999994,619.5600000000003
humanciviliancompetitor,72,51.59999999999994,51.59999999999994,19.640000000000022,19.640000000000022,12.760000000000002,32.959999999999994,629.9200000000003
humanciviliancompetitor,73,51.899999999999935,51.899999999999935,19.760000000000023,19.760000000000023,12.840000000000002,33.13999999999999,640.2800000000003
humanciviliancompetitor,74,52.19999999999993,52.19999999999993,19.880000000000024,19.880000000000024,12.920000000000002,33.31999999999999,650.6400000000003
humanciviliancompetitor,75,52.49999999999993,52.49999999999993,20.000000000000025,20.000000000000025,13.000000000000002,33.49999999999999,661.0000000000003
humanciviliancompetitor,76,52.799999999999926,52.799999999999926,20.120000000000026,20.120000000000026,13.080000000000002,33.67999999999999,671.3600000000004
humanciviliancompetitor,77,53.09999999999992,53.09999999999992,20.240000000000027,20.240000000000027,13.160000000000002,33.85999999999999,681.7200000000004
humanciviliancompetitor,78,53.39999999999992,53.39999999999992,20.360000000000028,20.360000000000028,13.240000000000002,34.03999999999999,692.0800000000004
humanciviliancompetitor,79,53.69999999999992,53.69999999999992,20.48000000000003,20.48000000000003,13.320000000000002,34.21999999999999,702.4400000000004
humanciviliancompetitor,80,53.999999999999915,53.999999999999915,20.60000000000003,20.60000000000003,13.400000000000002,34.39999999999999,712.8000000000004
humanciviliancompetitor,81,54.29999999999991,54.29999999999991,20.72000000000003,20.72000000000003,13.480000000000002,34.57999999999999,723.1600000000004
humanciviliancompetitor,82,54.59999999999991,54.59999999999991,20.840000000000032,20.840000000000032,13.560000000000002,34.75999999999999,733.5200000000004
humanciviliancompetitor,83,54.899999999999906,54.899999999999906,20.960000000000033,20.960000000000033,13.640000000000002,34.93999999999999,743.8800000000005
humanciviliancompetitor,84,55.1999999999999,55.1999999999999,21.080000000000034,21.080000000000034,13.720000000000002,35.11999999999999,754.2400000000005
humanciviliancompetitor,85,55.4999999999999,55.4999999999999,21.200000000000035,21.200000000000035,13.800000000000002,35.29999999999999,764.6000000000005
humanciviliancompetitor,86,55.7999999999999,55.7999999999999,21.320000000000036,21.320000000000036,13.880000000000003,35.47999999999999,774.9600000000005
humanciviliancompetitor,87,56.099999999999895,56.099999999999895,21.440000000000037,21.440000000000037,13.960000000000003,35.65999999999999,785.3200000000005
humanciviliancompetitor,88,56.39999999999989,56.39999999999989,21.560000000000038,21.560000000000038,14.040000000000003,35.83999999999999,795.6800000000005
humanciviliancompetitor,89,56.69999999999989,56.69999999999989,21.68000000000004,21.68000000000004,14.120000000000003,36.01999999999999,806.0400000000005
humanciviliancompetitor,90,56.999999999999886,56.999999999999886,21.80000000000004,21.80000000000004,14.200000000000003,36.19999999999999,816.4000000000005
humanciviliancompetitor,91,57.29999999999988,57.29999999999988,21.92000000000004,21.92000000000004,14.280000000000003,36.37999999999999,826.7600000000006
humanciviliancompetitor,92,57.59999999999988,57.59999999999988,22.040000000000042,22.040000000000042,14.360000000000003,36.55999999999999,837.1200000000006
humanciviliancompetitor,93,57.89999999999988,57.89999999999988,22.160000000000043,22.160000000000043,14.440000000000003,36.73999999999999,847.4800000000006
humanciviliancompetitor,94,58.199999999999875,58.199999999999875,22.280000000000044,22.280000000000044,14.520000000000003,36.91999999999999,857.8400000000006
humanciviliancompetitor,95,58.49999999999987,58.49999999999987,22.400000000000045,22.400000000000045,14.600000000000003,37.09999999999999,868.2000000000006
humanciviliancompetitor,96,58.79999999999987,58.79999999999987,22.520000000000046,22.520000000000046,14.680000000000003,37.27999999999999,878.5600000000006
humanciviliancompetitor,97,59.099999999999866,59.099999999999866,22.640000000000047,22.640000000000047,14.760000000000003,37.45999999999999,888.9200000000006
humanciviliancompetitor,98,59.399999999999864,59.399999999999864,22.760000000000048,22.760000000000048,14.840000000000003,37.639999999999986,899.2800000000007
humanciviliancompetitor,99,59.69999999999986,59.69999999999986,22.88000000000005,22.88000000000005,14.920000000000003,37.819999999999986,909.6400000000007
humanciviliancompetitor,100,60,60,23,23,15,38,920
humanciviliancompetitor,101,60,60,23,23,15,38,920
humanciviliancompetitor,102,60,60,23,23,15,38,920
humanciviliancompetitor,103,60,60,23,23,15,38,920
humanciviliancompetitor,104,60,60,23,23,15,38,920
humanciviliancompetitor,105,60,60,23,23,15,38,920
humanciviliancompetitor,106,60,60,23,23,15,38,920
humanciviliancompetitor,107,60,60,23,23,15,38,920
humanciviliancompetitor,108,60,60,23,23,15,38,920
humanciviliancompetitor,109,60,60,23,23,15,38,920
humanciviliancompetitor,110,60,60,23,23,15,38,920
humanciviliancompetitor,111,60,60,23,23,15,38,920
humanciviliancompetitor,112,60,60,23,23,15,38,920
humanciviliancompetitor,113,60,60,23,23,15,38,920
humanciviliancompetitor,114,60,60,23,23,15,38,920
humanciviliancompetitor,115,60,60,23,23,15,38,920
humanciviliancompetitor,116,60,60,23,23,15,38,920
humanciviliancompetitor,117,60,60,23,23,15,38,920
humanciviliancompetitor,118,60,60,23,23,15,38,920
humanciviliancompetitor,119,60,60,23,23,15,38,920
humanciviliancompetitor,120,60,60,23,23,15,38,920
humanfanatic,1,14,14,5,5,4,8,40
humanfanatic,2,15.333333333333334,15.333333333333334,5.666666666666667,5.666666666666667,4.333333333333333,9.0,44.0
humanfanatic,3,16.666666666666668,16.666666666666668,6.333333333333334,6.333333333333334,4.666666666666666,10.0,48.0
humanfanatic,4,18,18,7,7,5,11,52
humanfanatic,5,19.0,19.0,7.333333333333333,7.333333333333333,5.0,12.0,55.666666666666664
humanfanatic,6,20.0,20.0,7.666666666666666,7.666666666666666,5.0,13.0,59.33333333333333
humanfanatic,7,21,21,8,8,5,14,63
humanfanatic,8,22.0,22.0,8.5,8.5,6.0,14.0,66.0
humanfanatic,9,23,23,9,9,7,14,69
humanfanatic,10,24.0,24.0,9.4,9.4,7.2,14.6,73.6
humanfanatic,11,25.0,25.0,9.8,9.8,7.4,15.2,78.19999999999999
humanfanatic,12,26.0,26.0,10.200000000000001,10.200000000000001,7.6000000000000005,15.799999999999999,82.79999999999998
humanfanatic,13,27.0,27.0,10.600000000000001,10.600000000000001,7.800000000000001,16.4,87.39999999999998
humanfanatic,14,28,28,11,11,8,17,92
humanfanatic,15,28.714285714285715,28.714285714285715,11.285714285714286,11.285714285714286,8.0,17.571428571428573,99.42857142857143
humanfanatic,16,29.42857142857143,29.42857142857143,11.571428571428573,11.571428571428573,8.0,18.142857142857146,106.85714285714286
humanfanatic,17,30.142857142857146,30.142857142857146,11.85714285714286,11.85714285714286,8.0,18.71428571428572,114.28571428571429
humanfanatic,18,30.85714285714286,30.85714285714286,12.142857142857146,12.142857142857146,8.0,19.285714285714292,121.71428571428572
humanfanatic,19,31.571428571428577,31.571428571428577,12.428571428571432,12.428571428571432,8.0,19.857142857142865,129.14285714285714
humanfanatic,20,32.28571428571429,32.28571428571429,12.714285714285719,12.714285714285719,8.0,20.428571428571438,136.57142857142856
humanfanatic,21,33,33,13,13,8,21,144
humanfanatic,22,33.55555555555556,33.55555555555556,13.11111111111111,13.11111111111111,8.222222222222221,21.22222222222222,153.55555555555554
humanfanatic,23,34.111111111111114,34.111111111111114,13.222222222222221,13.222222222222221,8.444444444444443,21.444444444444443,163.1111111111111
humanfanatic,24,34.66666666666667,34.66666666666667,13.333333333333332,13.333333333333332,8.666666666666664,21.666666666666664,172.66666666666663
humanfanatic,25,35.22222222222223,35.22222222222223,13.444444444444443,13.444444444444443,8.888888888888886,21.888888888888886,182.22222222222217
humanfanatic,26,35.777777777777786,35.777777777777786,13.555555555555554,13.555555555555554,9.111111111111107,22.111111111111107,191.77777777777771
humanfanatic,27,36.33333333333334,36.33333333333334,13.666666666666664,13.666666666666664,9.333333333333329,22.33333333333333,201.33333333333326
humanfanatic,28,36.8888888888889,36.8888888888889,13.777777777777775,13.777777777777775,9.55555555555555,22.55555555555555,210.8888888888888
humanfanatic,29,37.44444444444446,37.44444444444446,13.888888888888886,13.888888888888886,9.777777777777771,22.77777777777777,220.44444444444434
humanfanatic,30,38,38,14,14,10,23,230
humanfanatic,31,38.333333333333336,38.333333333333336,14.222222222222221,14.222222222222221,10.11111111111111,23.333333333333332,242.77777777777777
humanfanatic,32,38.66666666666667,38.66666666666667,14.444444444444443,14.444444444444443,10.222222222222221,23.666666666666664,255.55555555555554
humanfanatic,33,39.00000000000001,39.00000000000001,14.666666666666664,14.666666666666664,10.333333333333332,23.999999999999996,268.3333333333333
humanfanatic,34,39.33333333333334,39.33333333333334,14.888888888888886,14.888888888888886,10.444444444444443,24.33333333333333,281.1111111111111
humanfanatic,35,39.66666666666668,39.66666666666668,15.111111111111107,15.111111111111107,10.555555555555554,24.66666666666666,293.88888888888886
humanfanatic,36,40.000000000000014,40.000000000000014,15.333333333333329,15.333333333333329,10.666666666666664,24.999999999999993,306.66666666666663
humanfanatic,37,40.33333333333335,40.33333333333335,15.55555555555555,15.55555555555555,10.777777777777775,25.333333333333325,319.4444444444444
humanfanatic,38,40.666666666666686,40.666666666666686,15.777777777777771,15.777777777777771,10.888888888888886,25.666666666666657,332.2222222222222
humanfanatic,39,41,41,16,16,11,26,345
humanfanatic,40,41.36363636363637,41.36363636363637,16.09090909090909,16.09090909090909,11.0,26.272727272727273,350.1818181818182
humanfanatic,41,41.727272727272734,41.727272727272734,16.18181818181818,16.18181818181818,11.0,26.545454545454547,355.3636363636364
humanfanatic,42,42.0909090909091,42.0909090909091,16.27272727272727,16.27272727272727,11.0,26.81818181818182,360.54545454545456
humanfanatic,43,42.45454545454547,42.45454545454547,16.36363636363636,16.36363636363636,11.0,27.090909090909093,365.72727272727275
humanfanatic,44,42.818181818181834,42.818181818181834,16.45454545454545,16.45454545454545,11.0,27.363636363636367,370.90909090909093
humanfanatic,45,43.1818181818182,43.1818181818182,16.54545454545454,16.54545454545454,11.0,27.63636363636364,376.0909090909091
humanfanatic,46,43.54545454545457,43.54545454545457,16.63636363636363,16.63636363636363,11.0,27.909090909090914,381.2727272727273
humanfanatic,47,43.909090909090935,43.909090909090935,16.72727272727272,16.72727272727272,11.0,28.181818181818187,386.4545454545455
humanfanatic,48,44.2727272727273,44.2727272727273,16.81818181818181,16.81818181818181,11.0,28.45454545454546,391.6363636363637
humanfanatic,49,44.63636363636367,44.63636363636367,16.9090909090909,16.9090909090909,11.0,28.727272727272734,396.81818181818187
humanfanatic,50,45,45,17,17,11,29,402
humanfanatic,51,45.3,45.3,17.12,17.12,11.08,29.18,412.36
humanfanatic,52,45.599999999999994,45.599999999999994,17.240000000000002,17.240000000000002,11.16,29.36,422.72
humanfanatic,53,45.89999999999999,45.89999999999999,17.360000000000003,17.360000000000003,11.24,29.54,433.08000000000004
humanfanatic,54,46.19999999999999,46.19999999999999,17.480000000000004,17.480000000000004,11.32,29.72,443.44000000000005
humanfanatic,55,46.499999999999986,46.499999999999986,17.600000000000005,17.600000000000005,11.4,29.9,453.80000000000007
humanfanatic,56,46.79999999999998,46.79999999999998,17.720000000000006,17.720000000000006,11.48,30.08,464.1600000000001
humanfanatic,57,47.09999999999998,47.09999999999998,17.840000000000007,17.840000000000007,11.56,30.259999999999998,474.5200000000001
humanfanatic,58,47.39999999999998,47.39999999999998,17.960000000000008,17.960000000000008,11.64,30.439999999999998,484.8800000000001
humanfanatic,59,47.699999999999974,47.699999999999974,18.08000000000001,18.08000000000001,11.72,30.619999999999997,495.2400000000001
humanfanatic,60,47.99999999999997,47.99999999999997,18.20000000000001,18.20000000000001,11.8,30.799999999999997,505.60000000000014
humanfanatic,61,48.29999999999997,48.29999999999997,18.32000000000001,18.32000000000001,11.88,30.979999999999997,515.9600000000002
humanfanatic,62,48.599999999999966,48.599999999999966,18.440000000000012,18.440000000000012,11.96,31.159999999999997,526.3200000000002
humanfanatic,63,48.89999999999996,48.89999999999996,18.560000000000013,18.560000000000013,12.040000000000001,31.339999999999996,536.6800000000002
humanfanatic,64,49.19999999999996,49.19999999999996,18.680000000000014,18.680000000000014,12.120000000000001,31.519999999999996,547.0400000000002
humanfanatic,65,49.49999999999996,49.49999999999996,18.800000000000015,18.800000000000015,12.200000000000001,31.699999999999996,557.4000000000002
humanfanatic,66,49.799999999999955,49.799999999999955,18.920000000000016,18.920000000000016,12.280000000000001,31.879999999999995,567.7600000000002
humanfanatic,67,50.09999999999995,50.09999999999995,19.040000000000017,19.040000000000017,12.360000000000001,32.059999999999995,578.1200000000002
humanfanatic,68,50.39999999999995,50.39999999999995,19.160000000000018,19.160000000000018,12.440000000000001,32.239999999999995,588.4800000000002
humanfanatic,69,50.699999999999946,50.699999999999946,19.28000000000002,19.28000000000002,12.520000000000001,32.419999999999995,598.8400000000003
humanfanatic,70,50.99999999999994,50.99999999999994,19.40000000000002,19.40000000000002,12.600000000000001,32.599999999999994,609.2000000000003
humanfanatic,71,51.29999999999994,51.29999999999994,19.52000000000002,19.52000000000002,12.680000000000001,32.779999999999994,619.5600000000003
humanfanatic,72,51.59999999999994,51.59999999999994,19.640000000000022,19.640000000000022,12.760000000000002,32.959999999999994,629.9200000000003
humanfanatic,73,51.899999999999935,51.899999999999935,19.760000000000023,19.760000000000023,12.840000000000002,33.13999999999999,640.2800000000003
humanfanatic,74,52.19999999999993,52.19999999999993,19.880000000000024,19.880000000000024,12.920000000000002,33.31999999999999,650.6400000000003
humanfanatic,75,52.49999999999993,52.49999999999993,20.000000000000025,20.000000000000025,13.000000000000002,33.49999999999999,661.0000000000003
humanfanatic,76,52.799999999999926,52.799999999999926,20.120000000000026,20.120000000000026,13.080000000000002,33.67999999999999,671.3600000000004
humanfanatic,77,53.09999999999992,53.09999999999992,20.240000000000027,20.240000000000027,13.160000000000002,33.85999999999999,681.7200000000004
humanfanatic,78,53.39999999999992,53.39999999999992,20.360000000000028,20.360000000000028,13.240000000000002,34.03999999999999,692.0800000000004
humanfanatic,79,53.69999999999992,53.69999999999992,20.48000000000003,20.48000000000003,13.320000000000002,34.21999999999999,702.4400000000004
humanfanatic,80,53.999999999999915,53.999999999999915,20.60000000000003,20.60000000000003,13.400000000000002,34.39999999999999,712.8000000000004
humanfanatic,81,54.29999999999991,54.29999999999991,20.72000000000003,20.72000000000003,13.480000000000002,34.57999999999999,723.1600000000004
humanfanatic,82,54.59999999999991,54.59999999999991,20.840000000000032,20.840000000000032,13.560000000000002,34.75999999999999,733.5200000000004
humanfanatic,83,54.899999999999906,54.899999999999906,20.960000000000033,20.960000000000033,13.640000000000002,34.93999999999999,743.8800000000005
humanfanatic,84,55.1999999999999,55.1999999999999,21.080000000000034,21.080000000000034,13.720000000000002,35.11999999999999,754.2400000000005
humanfanatic,85,55.4999999999999,55.4999999999999,21.200000000000035,21.200000000000035,13.800000000000002,35.29999999999999,764.6000000000005
humanfanatic,86,55.7999999999999,55.7999999999999,21.320000000000036,21.320000000000036,13.880000000000003,35.47999999999999,774.9600000000005
humanfanatic,87,56.099999999999895,56.099999999999895,21.440000000000037,21.440000000000037,13.960000000000003,35.65999999999999,785.3200000000005
humanfanatic,88,56.39999999999989,56.39999999999989,21.560000000000038,21.560000000000038,14.040000000000003,35.83999999999999,795.6800000000005
humanfanatic,89,56.69999999999989,56.69999999999989,21.68000000000004,21.68000000000004,14.120000000000003,36.01999999999999,806.0400000000005
humanfanatic,90,56.999999999999886,56.999999999999886,21.80000000000004,21.80000000000004,14.200000000000003,36.19999999999999,816.4000000000005
humanfanatic,91,57.29999999999988,57.29999999999988,21.92000000000004,21.92000000000004,14.280000000000003,36.37999999999999,826.7600000000006
humanfanatic,92,57.59999999999988,57.59999999999988,22.040000000000042,22.040000000000042,14.360000000000003,36.55999999999999,837.1200000000006
humanfanatic,93,57.89999999999988,57.89999999999988,22.160000000000043,22.160000000000043,14.440000000000003,36.73999999999999,847.4800000000006
humanfanatic,94,58.199999999999875,58.199999999999875,22.280000000000044,22.280000000000044,14.520000000000003,36.91999999999999,857.8400000000006
humanfanatic,95,58.49999999999987,58.49999999999987,22.400000000000045,22.400000000000045,14.600000000000003,37.09999999999999,868.2000000000006
humanfanatic,96,58.79999999999987,58.79999999999987,22.520000000000046,22.520000000000046,14.680000000000003,37.27999999999999,878.5600000000006
humanfanatic,97,59.099999999999866,59.099999999999866,22.640000000000047,22.640000000000047,14.760000000000003,37.45999999999999,888.9200000000006
humanfanatic,98,59.399999999999864,59.399999999999864,22.760000000000048,22.760000000000048,14.840000000000003,37.639999999999986,899.2800000000007
humanfanatic,99,59.69999999999986,59.69999999999986,22.88000000000005,22.88000000000005,14.920000000000003,37.819999999999986,909.6400000000007
humanfanatic,100,60,60,23,23,15,38,920
humanfanatic,101,60,60,23,23,15,38,920
humanfanatic,102,60,60,23,23,15,38,920
humanfanatic,103,60,60,23,23,15,38,920
humanfanatic,104,60,60,23,23,15,38,920
humanfanatic,105,60,60,23,23,15,38,920
humanfanatic,106,60,60,23,23,15,38,920
humanfanatic,107,60,60,23,23,15,38,920
humanfanatic,108,60,60,23,23,15,38,920
humanfanatic,109,60,60,23,23,15,38,920
humanfanatic,110,60,60,23,23,15,38,920
humanfanatic,111,60,60,23,23,15,38,920
humanfanatic,112,60,60,23,23,15,38,920
humanfanatic,113,60,60,23,23,15,38,920
humanfanatic,114,60,60,23,23,15,38,920
humanfanatic,115,60,60,23,23,15,38,920
humanfanatic,116,60,60,23,23,15,38,920
humanfanatic,117,60,60,23,23,15,38,920
humanfanatic,118,60,60,23,23,15,38,920
humanfanatic,119,60,60,23,23,15,38,920
humanfanatic,120,60,60,23,23,15,38,920
humanfanaticboss,1,21,21,8,8,6,13,374
humanfanaticboss,2,23.333333333333332,23.333333333333332,8.666666666666666,8.666666666666666,6.333333333333333,14.333333333333334,409.3333333333333
humanfanaticboss,3,25.666666666666664,25.666666666666664,9.333333333333332,9.333333333333332,6.666666666666666,15.666666666666668,444.66666666666663
humanfanaticboss,4,28,28,10,10,7,17,480
humanfanaticboss,5,29.333333333333332,29.333333333333332,11.0,11.0,7.333333333333333,18.333333333333332,515.6666666666666
humanfanaticboss,6,30.666666666666664,30.666666666666664,12.0,12.0,7.666666666666666,19.666666666666664,551.3333333333333
humanfanaticboss,7,32,32,13,13,8,21,587
humanfanaticboss,8,34.0,34.0,13.5,13.5,9.0,21.5,614.0
humanfanaticboss,9,36,36,14,14,10,22,641
humanfanaticboss,10,37.4,37.4,14.4,14.4,10.4,22.8,683.6
humanfanaticboss,11,38.8,38.8,14.8,14.8,10.8,23.6,726.2
humanfanaticboss,12,40.199999999999996,40.199999999999996,15.200000000000001,15.200000000000001,11.200000000000001,24.400000000000002,768.8000000000001
humanfanaticboss,13,41.599999999999994,41.599999999999994,15.600000000000001,15.600000000000001,11.600000000000001,25.200000000000003,811.4000000000001
humanfanaticboss,14,43,43,16,16,12,26,854
humanfanaticboss,15,44.142857142857146,44.142857142857146,16.571428571428573,16.571428571428573,12.142857142857142,26.857142857142858,922.8571428571429
humanfanaticboss,16,45.28571428571429,45.28571428571429,17.142857142857146,17.142857142857146,12.285714285714285,27.714285714285715,991.7142857142858
humanfanaticboss,17,46.42857142857144,46.42857142857144,17.71428571428572,17.71428571428572,12.428571428571427,28.571428571428573,1060.5714285714287
humanfanaticboss,18,47.571428571428584,47.571428571428584,18.285714285714292,18.285714285714292,12.57142857142857,29.42857142857143,1129.4285714285716
humanfanaticboss,19,48.71428571428573,48.71428571428573,18.857142857142865,18.857142857142865,12.714285714285712,30.28571428571429,1198.2857142857144
humanfanaticboss,20,49.857142857142875,49.857142857142875,19.428571428571438,19.428571428571438,12.857142857142854,31.142857142857146,1267.1428571428573
humanfanaticboss,21,51,51,20,20,13,32,1336
humanfanaticboss,22,51.77777777777778,51.77777777777778,20.22222222222222,20.22222222222222,13.222222222222221,32.44444444444444,1424.888888888889
humanfanaticboss,23,52.55555555555556,52.55555555555556,20.444444444444443,20.444444444444443,13.444444444444443,32.888888888888886,1513.7777777777778
humanfanaticboss,24,53.333333333333336,53.333333333333336,20.666666666666664,20.666666666666664,13.666666666666664,33.33333333333333,1602.6666666666667
humanfanaticboss,25,54.111111111111114,54.111111111111114,20.888888888888886,20.888888888888886,13.888888888888886,33.77777777777777,1691.5555555555557
humanfanaticboss,26,54.88888888888889,54.88888888888889,21.111111111111107,21.111111111111107,14.111111111111107,34.222222222222214,1780.4444444444446
humanfanaticboss,27,55.66666666666667,55.66666666666667,21.33333333333333,21.33333333333333,14.333333333333329,34.66666666666666,1869.3333333333335
humanfanaticboss,28,56.44444444444445,56.44444444444445,21.55555555555555,21.55555555555555,14.55555555555555,35.1111111111111,1958.2222222222224
humanfanaticboss,29,57.22222222222223,57.22222222222223,21.77777777777777,21.77777777777777,14.777777777777771,35.55555555555554,2047.1111111111113
humanfanaticboss,30,58,58,22,22,15,36,2136
humanfanaticboss,31,58.55555555555556,58.55555555555556,22.22222222222222,22.22222222222222,15.11111111111111,36.333333333333336,2254.777777777778
humanfanaticboss,32,59.111111111111114,59.111111111111114,22.444444444444443,22.444444444444443,15.222222222222221,36.66666666666667,2373.5555555555557
humanfanaticboss,33,59.66666666666667,59.66666666666667,22.666666666666664,22.666666666666664,15.333333333333332,37.00000000000001,2492.3333333333335
humanfanaticboss,34,60.22222222222223,60.22222222222223,22.888888888888886,22.888888888888886,15.444444444444443,37.33333333333334,2611.1111111111113
humanfanaticboss,35,60.777777777777786,60.777777777777786,23.111111111111107,23.111111111111107,15.555555555555554,37.66666666666668,2729.888888888889
humanfanaticboss,36,61.33333333333334,61.33333333333334,23.33333333333333,23.33333333333333,15.666666666666664,38.000000000000014,2848.666666666667
humanfanaticboss,37,61.8888888888889,61.8888888888889,23.55555555555555,23.55555555555555,15.777777777777775,38.33333333333335,2967.444444444445
humanfanaticboss,38,62.44444444444446,62.44444444444446,23.77777777777777,23.77777777777777,15.888888888888886,38.666666666666686,3086.2222222222226
humanfanaticboss,39,63,63,24,24,16,39,3205
humanfanaticboss,40,63.54545454545455,63.54545454545455,24.181818181818183,24.181818181818183,16.09090909090909,39.45454545454545,3253.4545454545455
humanfanaticboss,41,64.0909090909091,64.0909090909091,24.363636363636367,24.363636363636367,16.18181818181818,39.90909090909091,3301.909090909091
